Gene stable ID	Gene Name	GenBank ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
FBgn0038601	CG18600	AA141098	42201	42201	protein_coding
FBgn0038271	UQCR-C1	AW940092	41800	41800	protein_coding
FBgn0050047	CG30047		246414	246414	protein_coding
FBgn0051105	ppk22		318593	318593	protein_coding
FBgn0064912	CG31178	AI946240	42575	42575	protein_coding
FBgn0015737	Hmu	AY864356	43294	43294	protein_coding
FBgn0017545	RpS3A	BI164521	43768	43768	protein_coding
FBgn0039448	TwdlQ		43214	43214	protein_coding
FBgn0266897	lncRNA:CR45357		19835265	19835265	lncRNA
FBgn0038702	CG3739		42320	42320	protein_coding
FBgn0029725	CG2871	AY113256	31411	31411	protein_coding
FBgn0250822	CG34222	AI945065	5740154	5740154	protein_coding
FBgn0039565	CG4884		43357	43357	protein_coding
FBgn0263611	lncRNA:CR43620		12798020	12798020	lncRNA
FBgn0022893	Df31	CZ473396	35418	35418	protein_coding
FBgn0030991	CG7453	BI633638	32903	32903	protein_coding
FBgn0267795	Frl	CZ475385	39561	39561	protein_coding
FBgn0266068	lncRNA:CR44821		19834869	19834869	lncRNA
FBgn0033973	HPS1	AI516828	36656	36656	protein_coding
FBgn0003250	Rh4	M17719	39887	39887	protein_coding
FBgn0040832	CG8012	BG633439	50305	50305	protein_coding
FBgn0267589	asRNA:CR45927		26067255	26067255	lncRNA
FBgn0259954	CG42464		8674117	8674117	protein_coding
FBgn0265547	lncRNA:CR44397		19835414	19835414	lncRNA
FBgn0036484	Pex3	AA695414	39652	39652	protein_coding
FBgn0032652	CG6870	BI569593	35067	35067	protein_coding
FBgn0027524	CG3909	AA735568	41226	41226	protein_coding
FBgn0000606	eve	S81995	36039	36039	protein_coding
FBgn0004910	Eip63F-1	CZ488796	47878	47878	protein_coding
FBgn0265851	lncRNA:CR44640		19835198	19835198	lncRNA
FBgn0284243	betaTub56D	BT003242	37238	37238	protein_coding
FBgn0039930	CG11077	AY071482	43831	43831	protein_coding
FBgn0263406	lncRNA:CR43452		12798494	12798494	lncRNA
FBgn0034255	Oxp		37002	37002	protein_coding
FBgn0003507	srp	Y07662	41944	41944	protein_coding
FBgn0033485	RpLP0-like	AW943884	36058	36058	protein_coding
FBgn0037076	ebd2	CZ471409	40363	40363	protein_coding
FBgn0015572	alpha-Est4	U51046	40906	40906	protein_coding
FBgn0034229	CG4847	AY047507	36973	36973	protein_coding
FBgn0042106	CG18754	AY060440	59145	59145	protein_coding
FBgn0035088	CG3776	AQ024972	37996	37996	protein_coding
FBgn0262003	CG42821		3885579	3885579	protein_coding
FBgn0039471	CG6295	AY084141	43247	43247	protein_coding
FBgn0086060	snoRNA:Me28S-U1554	AJ784858	5740228	5740228	sncRNA
FBgn0265988	mv	BI590196	38259	38259	protein_coding
FBgn0034263	CG10934	AY069205	37013	37013	protein_coding
FBgn0052453	CG32453		40482	40482	protein_coding
FBgn0030447	CG2200	BI352878	32258	32258	protein_coding
FBgn0265829	lncRNA:CR44618		19834771	19834771	lncRNA
FBgn0029799	CG15772	AW940721	31498	31498	protein_coding
FBgn0032643	GCS2beta	AI514904	35056	35056	protein_coding
FBgn0266669	Sec3	AY061578	39940	39940	protein_coding
FBgn0032248	Bug22	AY084152	34429	34429	protein_coding
FBgn0036663	CG9674	CZ476914	39878	39878	protein_coding
FBgn0003525	stg	CZ474781	43466	43466	protein_coding
FBgn0050362	boly	AI947044	35809	35809	protein_coding
FBgn0085246	CG34217		5740254	5740254	protein_coding
FBgn0085520	CR40801	AJ784372	5740548	5740548	pseudogene
FBgn0266956	lncRNA:CR45407		19835219	19835219	lncRNA
FBgn0015229	glec	CZ487851	42571	42571	protein_coding
FBgn0033798	CG15870		36446	36446	protein_coding
FBgn0283499	InR	M14778	42549	42549	protein_coding
FBgn0086707	ncm	AB082323	35099	35099	protein_coding
FBgn0001269	inv	K03057	36239	36239	protein_coding
FBgn0031088	CG15322		33012	33012	protein_coding
FBgn0260434	CG42529		40154	40154	protein_coding
FBgn0266971	lncRNA:CR45422		19836176	19836176	lncRNA
FBgn0036557	mRpS31	AY060911	39749	39749	protein_coding
FBgn0026403	Ndg	AW943295	36089	36089	protein_coding
FBgn0267148	lncRNA:CR45588		19835391	19835391	lncRNA
FBgn0003206	Ras64B	M10803	38494	38494	protein_coding
FBgn0039490	CG5882		43269	43269	protein_coding
FBgn0027601	pdgy	AF145610	32426	32426	protein_coding
FBgn0265097	lncRNA:CR44202		19835025	19835025	lncRNA
FBgn0037384	dgrn	CZ488548	40725	40725	protein_coding
FBgn0267883	CR46171				pseudogene
FBgn0262689	asRNA:CR43159		12797909	12797909	lncRNA
FBgn0000326	clt	AY051959	117300	117300	protein_coding
FBgn0032233	dpr19	AI295933	34408	34408	protein_coding
FBgn0265082	Cdep	CZ471321	40608	40608	protein_coding
FBgn0069354	Porin2	AI947010	34499	34499	protein_coding
FBgn0032791	CG18094	AW943683	35232	35232	protein_coding
FBgn0037184	CG14450	CZ487642	40490	40490	protein_coding
FBgn0054052	lncRNA:CR34052	CX309635	12798098	12798098	lncRNA
FBgn0035083	Tina-1	CZ485879	37989	37989	protein_coding
FBgn0037239	Sfxn1-3	CZ475093	40552	40552	protein_coding
FBgn0262564	lncRNA:CR43104		26067096	26067096	lncRNA
FBgn0053658	CG33658	CX309467	3772524	3772524	protein_coding
FBgn0051413	Qsox4		318720	318720	protein_coding
FBgn0052121	CG32121		317867	317867	protein_coding
FBgn0263036	CG43331		12798459	12798459	protein_coding
FBgn0261245	sing		32644	32644	protein_coding
FBgn0036228	obst-G		39355	39355	protein_coding
FBgn0260987	vtd	AF109926	3354896	3354896	protein_coding
FBgn0034251	ND-51L1	BF505939	36998	36998	protein_coding
FBgn0052457	CG32457	CZ488536	318040	318040	protein_coding
FBgn0004102	oc	BI169182	31802	31802	protein_coding
FBgn0030611	CG15027	BI639836	32440	32440	protein_coding
FBgn0039686	CG15506	AY113264	43498	43498	protein_coding
FBgn0031977	baf	AX260216	34095	34095	protein_coding
FBgn0051313	CG31313	BI570274	318677	318677	protein_coding
FBgn0031988	CG8668	CZ469335	34107	34107	protein_coding
FBgn0267308	lncRNA:CR45744		19835595	19835595	lncRNA
FBgn0039698	CG7789	AW943239	43516	43516	protein_coding
FBgn0086064	snoRNA:Me28S-G3113b	AJ784352	5740611	5740611	sncRNA
FBgn0261803	CG42749	BI227680	31438	31438	protein_coding
FBgn0032051	CG13097	AI531704	34184	34184	protein_coding
FBgn0034914	CG5554	BH840689	37775	37775	protein_coding
FBgn0031495	GABPI	AY069413	33516	33516	protein_coding
FBgn0033538	CG11883	AY069653	36121	36121	protein_coding
FBgn0263395	hppy	AY071688	37203	37203	protein_coding
FBgn0020641	Lcp65Ad	U83247	38707	38707	protein_coding
FBgn0037553	CG18249	AI260462	40964	40964	protein_coding
FBgn0010296	ng4	X67501	31301	31301	protein_coding
FBgn0039754	CG9747	AY047565	43591	43591	protein_coding
FBgn0083978	CG17672	CZ482840	4379911	4379911	protein_coding
FBgn0024365	CG12773	AA440635	31082	31082	protein_coding
FBgn0262968	lncRNA:CR43279		12797948	12797948	lncRNA
FBgn0038173	Adgf-C	AI405196	41680	41680	protein_coding
FBgn0264395	CG43843		14462411	14462411	protein_coding
FBgn0265878	lncRNA:CR44667		19835537	19835537	lncRNA
FBgn0265419	lncRNA:CR44331		19835062	19835062	lncRNA
FBgn0036774	mRpS26	AY071284	40001	40001	protein_coding
FBgn0011589	Elk	AI114153	37047	37047	protein_coding
FBgn0051125	CG31125	AW944237	318599	318599	protein_coding
FBgn0050416	CG30416	BT001295	246603	246603	protein_coding
FBgn0039829	CG15561	AY075466	43692	43692	protein_coding
FBgn0263741	CG43666		14462614	14462614	protein_coding
FBgn0010328	woc	AJ276394	47249	47249	protein_coding
FBgn0038515	CG5823	CZ487521	42105	42105	protein_coding
FBgn0029502	Coq7	BI619048	44007	44007	protein_coding
FBgn0035087	CG2765	AI135279	37994	37994	protein_coding
FBgn0016694	Pdp1	CZ470401	45588	45588	protein_coding
FBgn0260972	alc	BT001554	35931	35931	protein_coding
FBgn0265754	lncRNA:CR44561		19835240	19835240	lncRNA
FBgn0039776	PH4alphaEFB	CZ468145	43620	43620	protein_coding
FBgn0044811	TotF	AY035991	117461	117461	protein_coding
FBgn0031068	Alr	BI171800	32991	32991	protein_coding
FBgn0259167	CG42272	BF501188	318020	318020	protein_coding
FBgn0259996	lncRNA:CR40341	AABU01002680	19835155	19835155	lncRNA
FBgn0263465	snoRNA:kis-a		12797868	12797868	sncRNA
FBgn0000358	Cp19	X02497	39000	39000	protein_coding
FBgn0040928	CR15345	AY089636	50402	50402	pseudogene
FBgn0262007	CG42825		39179	39179	protein_coding
FBgn0050385	CG30385	BF498086	246585	246585	protein_coding
FBgn0019957	ND-42	AA952194	42591	42591	protein_coding
FBgn0264607	CaMKII	U22420	43828	43828	protein_coding
FBgn0261373	CG33228	CX309444	2768732	2768732	protein_coding
FBgn0003462	Sod1	Z19591	39251	39251	protein_coding
FBgn0263514	mir-4966-1		12798178	12798178	sncRNA
FBgn0000150	awd	AI944666	43739	43739	protein_coding
FBgn0033062	Ars2	CZ478947	35539	35539	protein_coding
FBgn0085436	Not1	CX309440	5740252	5740252	protein_coding
FBgn0027611	LManII	AI063010	34437	34437	protein_coding
FBgn0030937	CG15042		32844	32844	protein_coding
FBgn0264604	lncRNA:CR43953		14462841	14462841	lncRNA
FBgn0033773	Mos		36404	36404	protein_coding
FBgn0266148	lncRNA:CR44854		19836057	19836057	lncRNA
FBgn0040096	lectin-33A	AC007083	53516	53516	protein_coding
FBgn0266849	lncRNA:CR45310		19834728	19834728	lncRNA
FBgn0034990	CG11406	AI259731	37877	37877	protein_coding
FBgn0083058	snoRNA:Psi18S-1086	AJ809566	5740448	5740448	sncRNA
FBgn0033827	CG17047		36478	36478	protein_coding
FBgn0032645	CG15142		35059	35059	protein_coding
FBgn0259715	CG42369	AI238084	33894	33894	protein_coding
FBgn0267019	lncRNA:CR45463		19834871	19834871	lncRNA
FBgn0033541	CG12934	AI257084	36124	36124	protein_coding
FBgn0050339	CG30339	BI368284	246549	246549	protein_coding
FBgn0038047	CG5245	AX094487	41530	41530	protein_coding
FBgn0034249	RhoGAP54D	BI164749	36996	36996	protein_coding
FBgn0036386	CG8833	AA820992	39535	39535	protein_coding
FBgn0267224	lncRNA:CR45664		19835823	19835823	lncRNA
FBgn0002645	Map205	CZ466177	43765	43765	protein_coding
FBgn0033706	Vha36-2	BG635151	36328	36328	protein_coding
FBgn0262467	Scox	BF503219	33711	33711	protein_coding
FBgn0261477	slim	AQ026143	37121	37121	protein_coding
FBgn0263337	lncRNA:CR43418		12798337	12798337	lncRNA
FBgn0286213	RpS12	AY058531	39480	39480	protein_coding
FBgn0000551	Edg78E	AI259956	40354	40354	protein_coding
FBgn0035420	hob	AY069063	38395	38395	protein_coding
FBgn0004436	Ubc6	CZ472517	40610	40610	protein_coding
FBgn0034657	LBR	AY070562	37482	37482	protein_coding
FBgn0034542	Fem-1	AY119043	37344	37344	protein_coding
FBgn0031038	Tyler	AY070516	3772349	3772349	protein_coding
FBgn0036922	CG14182		40181	40181	protein_coding
FBgn0053303	CG33303	AI107890	2768916	2768916	protein_coding
FBgn0260938	tay	CZ482340	32547	32547	protein_coding
FBgn0069242	eca	AY051693	41177	41177	protein_coding
FBgn0029753	CG4198	AW940440	31445	31445	protein_coding
FBgn0263388	lncRNA:CR43440		19835443	19835443	lncRNA
FBgn0030572	mRpS25		32395	32395	protein_coding
FBgn0028990	Spn27A	BT004486	45815	45815	protein_coding
FBgn0052282	Drsl4	AY338360	317954	317954	protein_coding
FBgn0012036	Aldh	AI946857	34256	34256	protein_coding
FBgn0052249	CG32249	CZ480518	317939	317939	protein_coding
FBgn0264990	CG44141		14462776	14462776	protein_coding
FBgn0267722	asRNA:CR46055		26067373	26067373	lncRNA
FBgn0053307	CG33307	AI108693	2768914	2768914	protein_coding
FBgn0083946	lobo	AI944601	4379864	4379864	protein_coding
FBgn0038381	EndoU	AY051910	41931	41931	protein_coding
FBgn0085771	28SrRNA-Psi:CR40741		5740241	5740241	pseudogene
FBgn0266810	asRNA:CR45272		19835694	19835694	lncRNA
FBgn0029736	CG4041	AI456057	31422	31422	protein_coding
FBgn0263038	CG43333	CZ481709	34830	34830	protein_coding
FBgn0051373	CG31373		318700	318700	protein_coding
FBgn0259703	CG42357	EC051289	7354373	7354373	protein_coding
FBgn0053481	dpr7		2768865	2768865	protein_coding
FBgn0263848	CG43709		14462611	14462611	protein_coding
FBgn0262035	CG42846		10178831	10178831	protein_coding
FBgn0083020	snoRNA:Psi18S-640g	AJ809547	5740698	5740698	sncRNA
FBgn0025821	I-t	AJ006867	41414	41414	protein_coding
FBgn0044823	Spec2	AA820736	40685	40685	protein_coding
FBgn0286979	CG46439	CZ488840			protein_coding
FBgn0031479	Prx6005	AW941212	33493	33493	protein_coding
FBgn0085358	Diedel3		50358	50358	protein_coding
FBgn0284248	Cyt-c-p	AA817556	34996	34996	protein_coding
FBgn0052643	CG32643	AI945097	318138	318138	protein_coding
FBgn0086061	snoRNA:Or-CD8	AJ784375	5740521	5740521	sncRNA
FBgn0036274	CG4328		39405	39405	protein_coding
FBgn0035567	CG7514	BF489515	38571	38571	protein_coding
FBgn0039472	CG17192		43248	43248	protein_coding
FBgn0040285	Scamp	AJ570145	32470	32470	protein_coding
FBgn0040687	CG14645		50160	50160	protein_coding
FBgn0031628	CG3294	AY122140	33677	33677	protein_coding
FBgn0033055	Tbce	AI518951	35532	35532	protein_coding
FBgn0036860	CG14086		40100	40100	protein_coding
FBgn0037090	Est-Q	AW940937	40381	40381	protein_coding
FBgn0035612	frm	AI259723	38624	38624	protein_coding
FBgn0035849	ERR	AF359420	38912	38912	protein_coding
FBgn0038188	Art9	AY089315	41698	41698	protein_coding
FBgn0038575	CG7208	BF495447	42172	42172	protein_coding
FBgn0053108	CG33108	BI229124	326257	326257	protein_coding
FBgn0031347	CG10869	AI944762	33337	33337	protein_coding
FBgn0028738	ETH	AF170922	44125	44125	protein_coding
FBgn0052448	CG32448		318032	318032	protein_coding
FBgn0025595	AkhR	AF522194	33942	33942	protein_coding
FBgn0265095	lncRNA:CR44200		14462559	14462559	lncRNA
FBgn0003714	tko	AA802069	31228	31228	protein_coding
FBgn0036373	Tgi	CZ467349	39521	39521	protein_coding
FBgn0052986	CG32986		34208	34208	protein_coding
FBgn0031310	Vps29	AX094011	33295	33295	protein_coding
FBgn0033203	CG2070	BG639369	35706	35706	protein_coding
FBgn0051174	CG31174	AY119187	318616	318616	protein_coding
FBgn0264998	lncRNA:CR44149		14462732	14462732	lncRNA
FBgn0043539	Obp22a	AF457144	246672	246672	protein_coding
FBgn0036932	CG14184	AX094509	40193	40193	protein_coding
FBgn0052485	CG32485		38363	38363	protein_coding
FBgn0267810	asRNA:CR46135		26067451	26067451	lncRNA
FBgn0039059	CG13829		42740	42740	protein_coding
FBgn0036661	CG9705	AA392605	39875	39875	protein_coding
FBgn0001280	janA	BF498200	43569	43569	protein_coding
FBgn0053734	snmRNA:430h		3772217	3772217	sncRNA
FBgn0033205	CG2064	AI534665	35708	35708	protein_coding
FBgn0284235	CG46319		30522408	30522408	protein_coding
FBgn0032900	CG14401		35358	35358	protein_coding
FBgn0033261	udd	AY075350	35781	35781	protein_coding
FBgn0052720	CG32720	AI944458	318170	318170	protein_coding
FBgn0036157	CG7560	AI063918	39276	39276	protein_coding
FBgn0037016	CG13252	CZ467618	40289	40289	protein_coding
FBgn0019644	ATPsynB	AA801802	39143	39143	protein_coding
FBgn0028582	lqf	AX094115	38846	38846	protein_coding
FBgn0004646	ogre	BT004911	45382	45382	protein_coding
FBgn0032843	CG10730	AI259548	35291	35291	protein_coding
FBgn0016917	Stat92E	AQ073971	42428	42428	protein_coding
FBgn0051087	CG31087		43062	43062	protein_coding
FBgn0264373	lncRNA:CR43825		14462781	14462781	lncRNA
FBgn0030274	Lint-1	CZ477462	32055	32055	protein_coding
FBgn0039339	CG5116	AY071626	43081	43081	protein_coding
FBgn0036899	tey	AY075473	40146	40146	protein_coding
FBgn0029843	Nep1	AW940129	31547	31547	protein_coding
FBgn0261584	CG42694		10178792	10178792	protein_coding
FBgn0028372	isopeptidase-T-3	AA391344	37261	37261	protein_coding
FBgn0038038	Sccpdh2	CZ467805	41521	41521	protein_coding
FBgn0040233	cana	AA816686	3771934	3771934	protein_coding
FBgn0021765	scu	Y15102	32789	32789	protein_coding
FBgn0266356	lncRNA:CR45004		19834947	19834947	lncRNA
FBgn0030802	DENR	AY060757	32679	32679	protein_coding
FBgn0033164	CG11112		35658	35658	protein_coding
FBgn0267953	lncRNA:CR46233		26067544	26067544	lncRNA
FBgn0050148	CG30148	AY113284	37318	37318	protein_coding
FBgn0265546	lncRNA:CR44396		19835555	19835555	lncRNA
FBgn0265581	lncRNA:CR44408		19835104	19835104	lncRNA
FBgn0036843	Sfxn2	AY071029	40080	40080	protein_coding
FBgn0262610	CG43136		12798119	12798119	protein_coding
FBgn0035415	CG14966		38390	38390	protein_coding
FBgn0030361	CG1492	BI172047	32164	32164	protein_coding
FBgn0026174	SkpD	AF220069	32995	32995	protein_coding
FBgn0266182	lncRNA:CR44888		19835666	19835666	lncRNA
FBgn0052713	CG32713		318166	318166	protein_coding
FBgn0033608	CG13220	BI239423	36200	36200	protein_coding
FBgn0266143	asRNA:CR44849		19835978	19835978	lncRNA
FBgn0029920	CR4575		31637	31637	pseudogene
FBgn0039040	CG13833		42718	42718	protein_coding
FBgn0040087	p115	AY058751	31698	31698	protein_coding
FBgn0053809	His3:CG33809		3772619	3772619	protein_coding
FBgn0035933	CG13309		39012	39012	protein_coding
FBgn0032911	tadr	AA941480	35370	35370	protein_coding
FBgn0036789	AstC-R2	AY046072	40019	40019	protein_coding
FBgn0287586	CG46456				protein_coding
FBgn0033543	CG12338	BI364693	36128	36128	protein_coding
FBgn0265548	lncRNA:CR44398		19834769	19834769	lncRNA
FBgn0250785	vari	AA440379	35343	35343	protein_coding
FBgn0038250	CG3505	AW944136	41777	41777	protein_coding
FBgn0039039	lmd	AA940806	42717	42717	protein_coding
FBgn0038056	CG5961	AY069677	41541	41541	protein_coding
FBgn0040343	CG3713	AY118782	50365	50365	protein_coding
FBgn0263206	CG43376		12798198	12798198	protein_coding
FBgn0036900	CG8765	BI358241	40147	40147	protein_coding
FBgn0038676	CG6026		42287	42287	protein_coding
FBgn0033713	CG8841	AA203010	36336	36336	protein_coding
FBgn0262314	mir-978		12798182	12798182	sncRNA
FBgn0036549	CG10516	BT010318	39738	39738	protein_coding
FBgn0262367	mir-13b-1	AJ421774	12798410	12798410	sncRNA
FBgn0261997	CG42815	DU708659	10178812	10178812	protein_coding
FBgn0266723	Trs31	AI387186	36641	36641	protein_coding
FBgn0053849	His1:CG33849		3772409	3772409	protein_coding
FBgn0265079	lncRNA:CR44190		14462803	14462803	lncRNA
FBgn0029859	CG15892	AI387951	3772603	3772603	protein_coding
FBgn0083039	snoRNA:Psi18S-301	AJ809590	5740581	5740581	sncRNA
FBgn0029525	CG18273	AA246678	30991	30991	protein_coding
FBgn0035198	CG9133	AI114058	3772453	3772453	protein_coding
FBgn0039009	CG13842		42685	42685	protein_coding
FBgn0084049	CR41440	AABU01002769			pseudogene
FBgn0031775	CG9150		33856	33856	protein_coding
FBgn0004118	nAChRbeta2	X55676	42920	42920	protein_coding
FBgn0038001	CG17404		41482	41482	protein_coding
FBgn0034230	CG4853	AA697196	36974	36974	protein_coding
FBgn0034942	CG13566		37813	37813	protein_coding
FBgn0024920	Ts	BI213535	33499	33499	protein_coding
FBgn0036706	ND-24L	BF486909	39926	39926	protein_coding
FBgn0261283	SREBP	CZ468591	40155	40155	protein_coding
FBgn0001612	Grip91	AW941392	48481	48481	protein_coding
FBgn0265272	CG30060	CB305314	246426	246426	protein_coding
FBgn0260771	Larp7	AA697190	44900	44900	protein_coding
FBgn0287423	Nplp2	BI572774	50286	50286	protein_coding
FBgn0287602	asRNA:CR46471				lncRNA
FBgn0266262	lncRNA:CR44957		19834968	19834968	lncRNA
FBgn0262877	CG43232		12798583	12798583	protein_coding
FBgn0083962	CG34126	BI639559	318872	318872	protein_coding
FBgn0026190	PH4alphaMP	Z70916	43624	43624	protein_coding
FBgn0263232	Nxf3	CZ467866	317878	317878	protein_coding
FBgn0028506	CG4455	AI456792	34975	34975	protein_coding
FBgn0053845	His3:CG33845		3772619	3772619	protein_coding
FBgn0017572	Mo25	AQ026154	39858	39858	protein_coding
FBgn0035422	RpL28	AX094197	38397	38397	protein_coding
FBgn0051050	CG31050	AI946870	318571	318571	protein_coding
FBgn0264470	lncRNA:CR43878		14462911	14462911	lncRNA
FBgn0262965	CR43276				pseudogene
FBgn0036929	CG7668	CZ486179	40190	40190	protein_coding
FBgn0265180	CG44245	CZ490466	19835749	19835749	protein_coding
FBgn0262366	CG43064		12798207	12798207	protein_coding
FBgn0036690	Ilp8	CZ479773	39909	39909	protein_coding
FBgn0262788	CG43169		12798372	12798372	protein_coding
FBgn0035719	tow	BG632700	38755	38755	protein_coding
FBgn0003889	betaTub85D	M20420	41124	41124	protein_coding
FBgn0051550	CG31550	AI401973	40661	40661	protein_coding
FBgn0038356	CG12784	AI945293	41903	41903	protein_coding
FBgn0003373	Sgs3	X78392	39288	39288	protein_coding
FBgn0262123	l(2)41Ab	AABU01002199	5740691	5740691	protein_coding
FBgn0038069	CG11608		41556	41556	protein_coding
FBgn0027603	Ulp1	AF145608	32910	32910	protein_coding
FBgn0261565	Lmpt	CZ487913	39889	39889	protein_coding
FBgn0001208	Hn	AY069306	38871	38871	protein_coding
FBgn0040799	CG13051		5740583	5740583	protein_coding
FBgn0264691	Lst8	AY061311	31903	31903	protein_coding
FBgn0052671	Rab9Fa		326230	326230	protein_coding
FBgn0036490	CG6888	BF501116	39658	39658	protein_coding
FBgn0034362	CG5323	AY118866	37137	37137	protein_coding
FBgn0262006	CG42824		10178873	10178873	protein_coding
FBgn0033787	CG13321	BI164247	36430	36430	protein_coding
FBgn0035159	CG13896		38089	38089	protein_coding
FBgn0264793	lncRNA:CR44023		14462353	14462353	lncRNA
FBgn0027865	Tsp96F	AA540281	43127	43127	protein_coding
FBgn0264086	CG43755	AI114098	319026	319026	protein_coding
FBgn0266451	fau	AW942022	41291	41291	protein_coding
FBgn0033471	CG12134	BT001570	36038	36038	protein_coding
FBgn0267993	lncRNA:CR46260		26067570	26067570	lncRNA
FBgn0284082	CG46304		19835256	19835256	protein_coding
FBgn0034261	HPS4	BI167483	37009	37009	protein_coding
FBgn0050431	CG30431	AI107049	35549	35549	protein_coding
FBgn0004404	RpS14b	BI238022	47218	47218	protein_coding
FBgn0082931	snoRNA:Me28S-G2703a	AY805219	5740217	5740217	sncRNA
